feat_1,feat_2,feat_3,feat_4,target
-0.9013722303738677,0.16853851246951643,-1.5401984109074494,-0.22478206241082588,5
0.8905123239838212,1.6980459512600392,-1.5401984109074494,0.46415622039496873,1
-0.4126764428217708,-1.0391494878424574,-0.8560458685832076,0.1579614280368378,3
0.23891794058102522,-0.12905795752139973,0.8543354872273968,-0.339605109545125,1
0.8905123239838212,0.4661349824604326,-1.5401984109074494,1.0382714560664643,1
1.7050053032373162,0.18238020874816369,-0.8560458685832076,0.2727844751711369,3
1.2163095156852193,1.3139388795275775,-0.8560458685832076,0.693802314663567,1
-0.5755750386724697,-1.6724070925905696,0.8543354872273968,-1.487835580888116,0
-1.2271694220752658,1.5388664440555955,-1.5401984109074494,0.7703510127530997,0
-0.08687925112037279,0.030121549683043793,-0.5139695974210868,-0.7223485999927887,0
0.23891794058102522,-0.40935230716400683,1.1964117583895177,-1.2964638356642841,1
-0.9013722303738677,-0.6446611439010104,-0.5139695974210868,0.04313838090253869,-1
0.5647151322824232,-1.1256600895840028,-1.1981221397453286,-0.3013307605003586,2
-0.4126764428217708,-1.2883000208581081,0.8543354872273968,-1.1050920904404524,0
-0.24977784697107178,1.6115353495184936,-1.8822746820695704,-0.03341031718699405,5
1.5421067073866173,-0.6861862327369521,-0.5139695974210868,1.229643201290296,3
-0.08687925112037279,-0.2951583128651669,-1.8822746820695704,0.9999971070216979,4
0.4018165364317242,-0.3401438257707705,1.5384880295516385,-1.3347381847090505,3
1.3792081115359183,-1.122199665514341,-1.1981221397453286,-1.2964638356642841,4
-1.3900680179259648,0.09240918293695648,-1.1981221397453286,0.8468997108426324,0
-0.7384736345231687,-0.5166254533235232,0.5122592160652759,-0.9902690433061533,1
0.7276137281331222,-1.4301774077142426,-1.1981221397453286,1.2679175503350626,1
-0.08687925112037279,0.7498897561727015,1.1964117583895177,-1.1050920904404524,2
-1.3900680179259648,1.3762265127814903,0.170182944903155,-0.03341031718699405,4
-0.9013722303738677,0.47305583059975626,0.5122592160652759,0.6555279656188006,1
-1.7158652096273628,1.2585720944129886,1.5384880295516385,0.1579614280368378,4
1.0534109198345203,0.7533501802423633,1.8805643007137596,1.3444662484245953,4
-0.08687925112037279,0.8087169653569524,-0.1718933262589659,-0.18650771336605954,4
-1.2271694220752658,0.49035795094806534,1.1964117583895177,-1.4495612318433497,0
1.3792081115359183,0.4661349824604326,-0.5139695974210868,0.1579614280368378,2
0.4018165364317242,1.1512989482534721,-0.5139695974210868,-0.760622949037555,4
-1.7158652096273628,1.7603335845139518,0.5122592160652759,-1.5643842789776488,1
0.07601934473032622,1.438514146035403,-0.5139695974210868,-1.373012533753817,0
1.3792081115359183,-0.762315562269512,-1.5401984109074494,-0.6840742509480223,2
0.07601934473032622,0.47305583059975626,-0.5139695974210868,-1.602658628022415,2
0.7276137281331222,-1.118739241444679,-0.5139695974210868,-0.10995901527652678,4
-1.3900680179259648,-0.5789130865774358,-1.1981221397453286,0.1579614280368378,4
-0.9013722303738677,0.19968232909647277,1.5384880295516385,1.0382714560664643,4
0.4018165364317242,0.43153074176381445,1.1964117583895177,1.61238669173796,-1
-1.2271694220752658,-1.1118183933053556,-0.5139695974210868,1.727209738872259,4
-0.08687925112037279,-0.7761572585481593,-0.1718933262589659,-0.22478206241082588,4
-0.9013722303738677,-0.6342798716920249,-1.1981221397453286,-1.794030373246247,4
-0.24977784697107178,-0.762315562269512,-1.1981221397453286,1.4975636446036606,4
-0.24977784697107178,1.023263257675985,0.5122592160652759,-0.22478206241082588,1
0.23891794058102522,-0.18096431856632697,-0.8560458685832076,1.1913688522455297,1
-1.3900680179259648,0.7706523005906725,-0.5139695974210868,-0.760622949037555,5
0.23891794058102522,-0.47856078855724316,1.8805643007137596,1.5741123426931933,2
0.07601934473032622,-0.25709364809888696,-1.1981221397453286,-0.339605109545125,2
1.8679038990880152,-0.45433782006961043,0.8543354872273968,-0.14823336432129317,0
-0.24977784697107178,-1.627421579684966,-0.5139695974210868,0.7320766637083334,3
1.5421067073866173,0.9748173207007196,-1.1981221397453286,1.4975636446036606,-1
0.07601934473032622,1.1512989482534721,1.1964117583895177,1.6889353898274926,1
0.07601934473032622,-0.7484738659908649,0.170182944903155,1.4975636446036606,4
0.5647151322824232,0.25850953828072365,-0.1718933262589659,-1.5261099299328824,3
-1.5529666137766638,0.5076600712963744,-0.1718933262589659,-0.03341031718699405,2
0.07601934473032622,-0.46471909227859587,-1.5401984109074494,-0.10995901527652678,1
0.5647151322824232,-0.9630201583098974,-0.8560458685832076,1.3827405974693616,3
0.4018165364317242,0.44537243804246174,-0.8560458685832076,1.4975636446036606,4
0.23891794058102522,0.5076600712963744,1.5384880295516385,0.387607522305436,2
-0.4126764428217708,-1.6585653963119225,-1.5401984109074494,1.0382714560664643,1
-1.5529666137766638,-1.7277738777051588,-0.1718933262589659,-0.5692512038137232,0
-1.0642708262245668,-1.326364685624388,-0.8560458685832076,-0.37787945858989136,2
0.4018165364317242,0.7152855154760833,-0.5139695974210868,-0.9519946942613869,4
0.7276137281331222,-1.5755152186400387,-0.8560458685832076,1.8037584369617916,1
1.5421067073866173,-1.104897545166032,0.170182944903155,1.0765458051112307,1
-0.5755750386724697,0.5422643119929925,-1.1981221397453286,0.9234484089321652,3
1.2163095156852193,-0.443956547860625,-1.1981221397453286,-1.5643842789776488,1
-0.24977784697107178,-0.443956547860625,0.8543354872273968,0.04313838090253869,1
-1.3900680179259648,0.6391561859435234,-0.1718933262589659,0.4258818713502024,2
0.07601934473032622,-0.9872431267975301,-0.5139695974210868,0.08141272994730506,4
0.4018165364317242,-1.0564516081907664,0.8543354872273968,0.31105882421590325,3
0.07601934473032622,-0.4162731553033305,-1.1981221397453286,-0.760622949037555,0
-0.4126764428217708,-0.06677032426748705,1.1964117583895177,-1.1050920904404524,0
